id Payment;id Agreement;Payment number;Scheduled payment date;Actual payment date;Scheduled payment amount;Actual payment amount
ee654294-380c-ee11-8f6e-000d3ad8e94d;5d654294-380c-ee11-8f6e-000d3ad8e94d;2;15.07.2022;15.07.2022;2910;2910
817f1e8c-8dd4-ed11-a7c7-000d3aba3963;5d7d1e8c-8dd4-ed11-a7c7-000d3aba3963;2;15.07.2022;02.07.2022;5270;5270
3ac83b4e-db9c-ed11-aad1-000d3ab1f7e2;5da53e48-db9c-ed11-aad1-000d3ab1f7e2;2;15.07.2022;;4644;
1de2f8b5-f5a9-ed11-aad1-000d3ab7889f;5de1f8b5-f5a9-ed11-aad1-000d3ab7889f;2;15.07.2022;10.07.2022;2166;2166
e81fadcf-7ff9-ed11-8849-000d3ab7d824;5e1fadcf-7ff9-ed11-8849-000d3ab7d824;2;15.07.2022;16.07.2022;4200;4200
9c791d25-4a0c-ee11-8f6e-000d3ab79002;5e34251f-4a0c-ee11-8f6e-000d3ab79002;2;15.07.2022;10.07.2022;6800;6800
16438571-a2ab-ed11-aad0-000d3aba33a3;5e428571-a2ab-ed11-aad0-000d3aba33a3;2;15.07.2022;06.07.2022;6500;6500
e2c44140-1bec-ed11-8849-000d3ab7996e;5ec44140-1bec-ed11-8849-000d3ab7996e;2;15.07.2022;20.07.2022;5625;5625
5889a449-d8fe-ed11-8f6e-000d3ab6d792;5ec500f2-65fd-ed11-8f6e-000d3ab6d792;2;15.07.2022;15.07.2022;6500;6500
5faf478c-7abe-ed11-8400-000d3ab7827c;5f024d86-7abe-ed11-8400-000d3ab7827c;2;15.07.2022;10.07.2022;1868;1868
1ba719a1-5029-ee11-8382-cbacdae109f5;5f2ee773-5029-ee11-8382-cbacdae109f5;0;23.07.2022;23.07.2022;500;500
cf404ecb-ef18-ee11-8f6d-0022489f3c43;5f404ecb-ef18-ee11-8f6d-0022489f3c43;1;02.07.2022;02.07.2022;19500;19500
2b1b1343-28f6-ed11-8849-000d3aba1d28;5f6f183d-28f6-ed11-8849-000d3aba1d28;1;20.07.2022;19.05.2022;6000;6000
3d1b1343-28f6-ed11-8849-000d3aba1d28;5f6f183d-28f6-ed11-8849-000d3aba1d28;2;19.07.2022;29.05.2022;49800;49800
033888d5-9e24-ee11-8381-ba5c733cbf1f;5fede3ce-9e24-ee11-8381-ba5c733cbf1f;1;17.07.2022;18.07.2022;143300;143300
417a50c8-29bf-ed11-83ff-000d3ab1f7e2;601d58c2-29bf-ed11-83ff-000d3ab1f7e2;2;15.07.2022;;4590;
ed3e6073-f305-ee11-8f6e-000d3ab9cef5;603e6073-f305-ee11-8f6e-000d3ab9cef5;2;15.07.2022;09.07.2022;4400;4400
2661d588-5417-ee11-8f6d-0022489f3c43;6060d588-5417-ee11-8f6d-0022489f3c43;2;15.07.2022;16.07.2022;5900;5900
f5ae8dec-7ef5-ed11-8849-000d3ab7996e;60ae8dec-7ef5-ed11-8849-000d3ab7996e;2;15.07.2022;13.07.2022;6675;6675
3fb6dd2e-6ca1-ed11-aad1-000d3aba1742;60b5dd2e-6ca1-ed11-aad1-000d3aba1742;2;15.07.2022;14.07.2022;2625;2625
beef699f-9920-ee11-8381-cf5704729b95;60ff6c99-9920-ee11-8381-cf5704729b95;1;12.07.2022;12.07.2022;25200;25200
00262d4a-2ce1-ed11-a7c7-000d3ab88280;61252d4a-2ce1-ed11-a7c7-000d3ab88280;2;15.07.2022;18.07.2022;6675;6675
e0968050-a5b7-ed11-83ff-000d3aba1d28;6147884a-a5b7-ed11-83ff-000d3aba1d28;2;15.07.2022;04.07.2022;1600;1600
ca658466-5db7-ed11-83ff-000d3ad8e94d;61b48960-5db7-ed11-83ff-000d3ad8e94d;2;15.07.2022;04.07.2022;5000;5000
b9d0f554-fb1f-ee11-8381-cf5704729b95;61cddc48-fb1f-ee11-8381-cf5704729b95;1;11.07.2022;12.07.2022;23100;23100
f1d95916-ddfe-ed11-8f6e-0022489f3c43;61fb04f8-65fd-ed11-8f6e-000d3ab6d792;2;15.07.2022;15.07.2022;6500;6500
dc4bcf4a-281f-ee11-8380-f446b5162092;624bcf4a-281f-ee11-8380-f446b5162092;1;10.07.2022;10.07.2022;5500;5500
ae4d5212-c89b-ed11-aad1-000d3aba3c86;624c5212-c89b-ed11-aad1-000d3aba3c86;2;15.07.2022;03.07.2022;3300;3300
24fbe771-89b3-ed11-83ff-000d3ab78055;624eed6b-89b3-ed11-83ff-000d3ab78055;2;15.07.2022;17.07.2022;5625;5625
e34bf821-8e20-ee11-8380-f446b5162092;634bf821-8e20-ee11-8380-f446b5162092;1;12.07.2022;;3000;
ed39ac9d-9c24-ee11-8381-ba5c733cbf1f;634bf821-8e20-ee11-8380-f446b5162092;2;21.07.2022;18.07.2022;54852;-54852
648a351a-fbb5-ed11-83ff-000d3ab1f7e2;635d18a7-f8b5-ed11-83ff-000d3ab7889f;2;15.07.2022;;4675;
afa80b67-8124-ee11-8381-ba5c733cbf1f;63bb1261-8124-ee11-8381-ba5c733cbf1f;1;17.07.2022;17.07.2022;28000;28000
5eec9528-cccc-ed11-b597-000d3ab78055;63eb9528-cccc-ed11-b597-000d3ab78055;2;15.07.2022;01.07.2022;4505;4505
145df7be-1120-ee11-8380-f446b5162092;63f2fdb8-1120-ee11-8380-f446b5162092;1;06.07.2022;07.07.2022;4000;4000
fb5db68c-26d2-ed11-a7c7-000d3aba3dad;645db68c-26d2-ed11-a7c7-000d3aba3dad;2;15.07.2022;14.07.2022;4700;4700
10b4077e-6017-ee11-8f6d-000d3aba3c86;64b3077e-6017-ee11-8f6d-000d3aba3c86;1;02.07.2022;02.07.2022;66200;66200
dec701b3-1120-ee11-8380-f446b5162092;64c701b3-1120-ee11-8380-f446b5162092;1;06.07.2022;06.07.2022;19500;19500
fcd9cfbb-ade5-ed11-a7c7-000d3aba36b2;64d9cfbb-ade5-ed11-a7c7-000d3aba36b2;2;15.07.2022;15.07.2022;6225;6225
d22aaa83-5625-ee11-8381-ba5c733cbf1f;64deefa9-ba24-ee11-8381-ba5c733cbf1f;1;18.07.2022;18.07.2022;3000;3000
fcf64231-5ce4-ed11-a7c7-000d3aba36b2;64f64231-5ce4-ed11-a7c7-000d3aba36b2;2;15.07.2022;14.07.2022;6041;6041
5eeedca4-5026-ee11-8381-ba5c733cbf1f;6529e49e-5026-ee11-8381-ba5c733cbf1f;1;20.07.2022;20.07.2022;3000;3000
669a8072-5126-ee11-8382-cbacdae109f5;6529e49e-5026-ee11-8381-ba5c733cbf1f;2;24.07.2022;23.07.2022;72600;72600
144f4344-39ce-ed11-b597-000d3aba3963;65ac373e-39ce-ed11-b597-000d3aba3963;2;15.07.2022;08.07.2022;2625;2625
ddc0b93d-1120-ee11-8380-f446b5162092;65c0b93d-1120-ee11-8380-f446b5162092;1;05.07.2022;05.07.2022;3000;3000
ea06153a-1bec-ed11-8849-000d3ab7996e;6606153a-1bec-ed11-8849-000d3ab7996e;2;15.07.2022;20.07.2022;5625;5625
f03988dd-3e0c-ee11-8f6e-000d3ab1f7e2;663988dd-3e0c-ee11-8f6e-000d3ab1f7e2;2;15.07.2022;01.07.2022;4000;4000
1a4100cd-4f21-ee11-8381-cf5704729b95;6664f9c6-4f21-ee11-8381-cf5704729b95;1;13.07.2022;13.07.2022;6000;6000
ed922d6f-8f24-ee11-8381-ba5c733cbf1f;66ee2d69-8f24-ee11-8381-ba5c733cbf1f;1;17.07.2022;18.07.2022;70900;70900
ff115c86-26d2-ed11-a7c7-000d3aba3dad;67115c86-26d2-ed11-a7c7-000d3aba3dad;2;15.07.2022;14.07.2022;4700;4700
5fdd6d74-62ed-ed11-8849-000d3aba31a6;671b606e-62ed-ed11-8849-000d3aba31a6;2;15.07.2022;12.07.2022;6900;6900
298606ad-1120-ee11-8380-f446b5162092;678506ad-1120-ee11-8380-f446b5162092;1;05.07.2022;07.07.2022;4400;4400
23fc5374-f0e8-ed11-8849-000d3ab6d792;67f0566e-f0e8-ed11-8849-000d3ab6d792;2;02.07.2022;23.05.2022;65100;65100
b8fecaf7-dcc3-ed11-83ff-000d3aba3963;67fdcaf7-dcc3-ed11-83ff-000d3aba3963;2;15.07.2022;14.07.2022;3000;3000
651738d8-719d-ed11-aad1-000d3ab88280;691b2fd2-719d-ed11-aad1-000d3ab88280;2;15.07.2022;;6200;
b2b22574-fbd2-ed11-a7c7-000d3ab7996e;69692d6e-fbd2-ed11-a7c7-000d3ab7996e;2;15.07.2022;04.07.2022;1868;1868
6b7a0a3b-09f3-ed11-8849-000d3ab7996e;6a070b35-09f3-ed11-8849-000d3ab7996e;2;15.07.2022;20.07.2022;6100;6100
79cd75bb-a7ea-ed11-8849-000d3aba3dad;6a297bb5-a7ea-ed11-8849-000d3aba3dad;2;15.07.2022;14.07.2022;8000;8000
f72e33ba-f4ca-ed11-b597-000d3aba3c86;6a8038b4-f4ca-ed11-b597-000d3aba3c86;2;15.07.2022;;5830;
1098e68c-4510-ee11-8f6d-000d3ad8e94d;6a97e68c-4510-ee11-8f6d-000d3ad8e94d;2;15.07.2022;16.07.2022;3200;3200
e4ba05b8-d6f4-ed11-8849-000d3ab7996e;6aba05b8-d6f4-ed11-8849-000d3ab7996e;1;18.07.2022;;3000;
1f562101-5c17-ee11-8f6d-000d3ab7d13d;6ad921fb-5b17-ee11-8f6d-000d3ab7d13d;2;15.07.2022;02.07.2022;52161;52161
1d7d10bb-6322-ee11-8382-cbacdae109f5;6b7c10bb-6322-ee11-8382-cbacdae109f5;1;14.07.2022;17.07.2022;12800;12800
34a533d7-5622-ee11-8381-ba5c733cbf1f;6ba433d7-5622-ee11-8381-ba5c733cbf1f;1;14.07.2022;15.07.2022;11900;11900
18c3439e-90ba-ed11-83ff-000d3addca62;6bc2439e-90ba-ed11-83ff-000d3addca62;2;15.07.2022;12.07.2022;1868;1868
edc5bd72-4f17-ee11-8f6d-000d3ab6d792;6bc5bd72-4f17-ee11-8f6d-000d3ab6d792;2;15.07.2022;21.07.2022;6800;6800
1bf97942-2cce-ed11-b597-000d3ab9cef5;6bf37595-5f9e-ed11-aad1-000d3ab6d792;2;15.07.2022;18.07.2022;5000;5000
41e4d81a-a627-ee11-8381-ba5c733cbf1f;6c5edd14-a627-ee11-8381-ba5c733cbf1f;1;21.07.2022;21.07.2022;28000;28000
55db77f6-8121-ee11-8381-ba5c733cbf1f;6cda77f6-8121-ee11-8381-ba5c733cbf1f;1;13.07.2022;13.07.2022;6000;6000
e128c9ee-1120-ee11-8380-f446b5162092;6d28c9ee-1120-ee11-8380-f446b5162092;1;06.07.2022;06.07.2022;41100;41100
0374beaa-9fe5-ed11-a7c7-000d3ab1f7e2;6d73beaa-9fe5-ed11-a7c7-000d3ab1f7e2;2;15.07.2022;10.07.2022;6210;6210
99ff5a94-6bf5-ed11-8849-000d3ab6804f;6dc8568e-6bf5-ed11-8849-000d3ab6804f;2;15.07.2022;19.07.2022;6225;6225
2c389b5e-9913-ee11-8f6d-000d3ab699fb;6dfc9d58-9913-ee11-8f6d-000d3ab699fb;2;15.07.2022;15.07.2022;6100;6100
e75abcfd-8121-ee11-8381-ba5c733cbf1f;6e5abcfd-8121-ee11-8381-ba5c733cbf1f;1;13.07.2022;13.07.2022;6000;6000
20f551a8-d818-ee11-8f6d-000d3ad8e94d;6e5d5a73-d818-ee11-8f6d-000d3ad8e94d;0;02.07.2022;02.07.2022;1000;1000
d25d5a73-d818-ee11-8f6d-000d3ad8e94d;6e5d5a73-d818-ee11-8f6d-000d3ad8e94d;1;05.07.2022;05.07.2022;79400;79400
fc5f4f7c-80db-ed11-a7c7-000d3ab790d2;6e5f4f7c-80db-ed11-a7c7-000d3ab790d2;2;15.07.2022;23.07.2022;8200;8200
05d5d73a-6ca1-ed11-aad1-000d3aba1742;6ebada34-6ca1-ed11-aad1-000d3aba1742;2;15.07.2022;14.07.2022;2625;2625
bd05f294-7421-ee11-8380-f446b5162092;6ecff28e-7421-ee11-8380-f446b5162092;1;13.07.2022;13.07.2022;3000;3000
8746409a-87a0-ed11-aad1-000d3aba3c86;6ef94794-87a0-ed11-aad1-000d3aba3c86;2;15.07.2022;;3778;
e4fe06a9-3c1f-ee11-8380-f446b5162092;6efe06a9-3c1f-ee11-8380-f446b5162092;1;10.07.2022;11.07.2022;66200;66200
33088f04-f3b4-ed11-83ff-000d3ab88280;6f078f04-f3b4-ed11-83ff-000d3ab88280;2;15.07.2022;15.07.2022;3300;3300
4c2d6383-9e28-ee11-8382-cbacdae109f5;6f74607d-9e28-ee11-8382-cbacdae109f5;1;22.07.2022;23.07.2022;25200;25200
6ed27e7f-5fb4-ed11-83ff-000d3ab1f7e2;70118479-5fb4-ed11-83ff-000d3ab1f7e2;2;15.07.2022;18.07.2022;3085;3085
e713b9de-1c26-ee11-8381-ba5c733cbf1f;706996d2-1c26-ee11-8381-ba5c733cbf1f;1;19.07.2022;21.07.2022;21000;21000
08ca4bda-3b26-ee11-8381-ba5c733cbf1f;70c94bda-3b26-ee11-8381-ba5c733cbf1f;1;20.07.2022;20.07.2022;6000;6000
3a66c341-a3f5-ed11-8849-000d3aba3963;7121cb3b-a3f5-ed11-8849-000d3aba3963;2;15.07.2022;;12800;
f72c5088-6bf5-ed11-8849-000d3ab6804f;712c5088-6bf5-ed11-8849-000d3ab6804f;2;15.07.2022;19.07.2022;6225;6225
f2922682-4014-ee11-8f6d-000d3ab88280;71922682-4014-ee11-8f6d-000d3ab88280;2;15.07.2022;11.07.2022;8600;8600
28dd9a7b-9ff5-ed11-8849-000d3aba3963;71dc9a7b-9ff5-ed11-8849-000d3aba3963;1;19.07.2022;18.05.2022;3000;3000
38dd9a7b-9ff5-ed11-8849-000d3aba3963;71dc9a7b-9ff5-ed11-8849-000d3aba3963;2;18.07.2022;18.07.2022;49800;49800
7aeeb0e4-721d-ee11-8381-cf5704729b95;7200a9de-721d-ee11-8381-cf5704729b95;1;08.07.2022;08.07.2022;25200;25200
bb0b0ca7-7421-ee11-8380-f446b5162092;720409a1-7421-ee11-8380-f446b5162092;1;13.07.2022;13.07.2022;3000;3000
39357785-cadd-ed11-a7c6-000d3ab78055;72347785-cadd-ed11-a7c6-000d3ab78055;2;15.07.2022;18.07.2022;8800;8800
2c32530b-f9fa-ed11-8849-000d3ab7827c;725e5105-f9fa-ed11-8849-000d3ab7827c;2;15.07.2022;11.07.2022;3150;3150
608f7bdc-46e7-ed11-a7c6-000d3aba33a3;728e7bdc-46e7-ed11-a7c6-000d3aba33a3;2;15.07.2022;20.07.2022;8200;8200
1a299475-9ff5-ed11-8849-000d3aba3963;73289475-9ff5-ed11-8849-000d3aba3963;1;19.07.2022;18.05.2022;3000;3000
28299475-9ff5-ed11-8849-000d3aba3963;73289475-9ff5-ed11-8849-000d3aba3963;2;18.07.2022;18.07.2022;49800;49800
08578569-8387-ed11-81ad-000d3ab7d13d;740d8d63-8387-ed11-81ad-000d3ab7d13d;2;15.07.2022;16.07.2022;5800;5800
f1be3e76-1523-ee11-8381-ba5c733cbf1f;74be3e76-1523-ee11-8381-ba5c733cbf1f;1;15.07.2022;15.07.2022;3000;3000
040e45a6-5117-ee11-8f6d-000d3aba3dad;74cb4ca0-5117-ee11-8f6d-000d3aba3dad;2;15.07.2022;02.07.2022;52161;52161
6e294f8d-8028-ee11-8381-ba5c733cbf1f;75284f8d-8028-ee11-8381-ba5c733cbf1f;1;22.07.2022;22.07.2022;3000;3000
1b6b26e3-5622-ee11-8381-ba5c733cbf1f;756a26e3-5622-ee11-8381-ba5c733cbf1f;1;14.07.2022;15.07.2022;11900;11900
0bdb9a89-de27-ee11-8381-ba5c733cbf1f;758da083-de27-ee11-8381-ba5c733cbf1f;1;21.07.2022;22.07.2022;66200;66200
b768f13b-94a4-ed11-aad1-000d3ab78251;75c4ea35-94a4-ed11-aad1-000d3ab78251;2;15.07.2022;17.07.2022;5416;5416
cdc349cf-8bc8-ed11-b596-000d3aba3138;75dc34c9-8bc8-ed11-b596-000d3aba3138;2;15.07.2022;17.07.2022;3400;3400
54fb5a48-e5fa-ed11-8849-000d3ab7996e;75f95a48-e5fa-ed11-8849-000d3ab7996e;2;15.07.2022;01.07.2022;3500;3500
185ea65c-27da-ed11-a7c7-000d3ab7d824;760eae56-27da-ed11-a7c7-000d3ab7d824;2;15.07.2022;14.07.2022;6225;6225
c13d39bd-fdd9-ed11-a7c7-000d3ab78055;762b3cb7-fdd9-ed11-a7c7-000d3ab78055;2;15.07.2022;10.07.2022;3000;3000
0249e780-8ff5-ed11-8849-000d3aba3963;7648e780-8ff5-ed11-8849-000d3aba3963;2;15.07.2022;11.07.2022;6675;6675
944814a1-1120-ee11-8380-f446b5162092;76a5199b-1120-ee11-8380-f446b5162092;1;05.07.2022;05.07.2022;28000;28000
0b7f48d6-4017-ee11-8f6d-000d3aba3dad;76b346d0-4017-ee11-8f6d-000d3aba3dad;2;15.07.2023;06.07.2023;55719;55719
e650223f-6f28-ee11-8382-cbacdae109f5;7850223f-6f28-ee11-8382-cbacdae109f5;1;22.07.2023;22.07.2023;1000;1000
3a573baa-7828-ee11-8381-ba5c733cbf1f;7850223f-6f28-ee11-8382-cbacdae109f5;2;24.07.2023;24.07.2023;60500;60500
3b4d2583-839d-ed11-aad1-000d3ab88280;78511c7d-839d-ed11-aad1-000d3ab88280;2;15.07.2023;07.07.2023;5000;5000
0d84d9fc-9bf5-ed11-8849-000d3aba3963;7883d9fc-9bf5-ed11-8849-000d3aba3963;2;15.07.2023;03.07.2023;6675;6675
f2b9718a-4da1-ed11-aad1-000d3ab78251;78b86884-4da1-ed11-aad1-000d3ab78251;2;15.07.2023;;6800;
e0b9718a-4da1-ed11-aad1-000d3ab78251;78b86884-4da1-ed11-aad1-000d3ab78251;2;10.07.2023;10.07.2023;6800;6800
5ad094d9-07cf-ed11-b597-000d3ab6804f;78cf94d9-07cf-ed11-b597-000d3ab6804f;2;15.07.2023;;5925;
5b038f5a-5db7-ed11-83ff-000d3ad8e94d;79028f5a-5db7-ed11-83ff-000d3ad8e94d;2;15.07.2023;04.07.2023;5000;5000
1a53b210-cccc-ed11-b597-000d3ab78055;7952b210-cccc-ed11-b597-000d3ab78055;2;15.07.2023;01.07.2023;6203;6203
b36028c8-1ec3-ed11-83ff-000d3aba33a3;7959cb3f-6fc2-ed11-83ff-000d3aba33a3;2;15.07.2023;10.07.2023;3930;3930
4f73cc06-1220-ee11-8380-f446b5162092;798ecb00-1220-ee11-8380-f446b5162092;1;06.07.2023;06.07.2023;19500;19500
fabf0626-8728-ee11-8382-cbacdae109f5;79bf0626-8728-ee11-8382-cbacdae109f5;1;22.07.2023;22.07.2023;3000;3000
a9be6589-9e28-ee11-8382-cbacdae109f5;7a2e6383-9e28-ee11-8382-cbacdae109f5;1;22.07.2023;23.07.2023;13900;13900
3056b4e1-6825-ee11-8382-cbacdae109f5;7a55b4e1-6825-ee11-8382-cbacdae109f5;1;18.07.2023;18.07.2023;12600;12600
bcac040e-2d1f-ee11-8381-cf5704729b95;7aa8c6cc-0468-ed11-9561-000d3aba1742;2;07.07.2023;07.07.2023;46200;-46200
76b9a6f9-09da-ed11-a7c7-000d3ab7d13d;7ab8a6f9-09da-ed11-a7c7-000d3ab7d13d;2;15.07.2023;10.07.2023;4900;4900
cb5dd6e0-d818-ee11-8f6d-000d3ad8e94d;7ac5d76c-d818-ee11-8f6d-000d3ad8e94d;0;02.07.2023;02.07.2023;1000;1000
ddc5d76c-d818-ee11-8f6d-000d3ad8e94d;7ac5d76c-d818-ee11-8f6d-000d3ad8e94d;1;05.07.2023;05.07.2023;79400;79400
a2e77e7f-cadd-ed11-a7c6-000d3ab78055;7ae67e7f-cadd-ed11-a7c6-000d3ab78055;2;15.07.2023;18.07.2023;8800;8800
6a6f386b-1120-ee11-8380-f446b5162092;7ba03f65-1120-ee11-8380-f446b5162092;1;05.07.2023;05.07.2023;3000;3000
f9c35509-a711-ee11-8f6d-000d3ab78055;7bc35509-a711-ee11-8f6d-000d3ab78055;2;15.07.2023;10.07.2023;3800;3800
4f212343-c185-ed11-81ad-000d3aba33a3;7beacf79-0c59-ed11-9562-000d3ab7889f;2;15.07.2023;18.07.2023;7800;7800
01c6cd85-5d16-ee11-8f6d-000d3addca62;7c13d37f-5d16-ee11-8f6d-000d3addca62;1;01.07.2023;03.07.2023;37400;37400
684b06bd-8317-ee11-8f6d-000d3ad8e94d;7c4a06bd-8317-ee11-8f6d-000d3ad8e94d;2;02.07.2023;01.07.2023;53900;53900
e733251f-4a0c-ee11-8f6e-000d3ab79002;7c8c2a19-4a0c-ee11-8f6e-000d3ab79002;2;15.07.2023;10.07.2023;6800;6800
ba3a2a17-4ad8-ed11-a7c7-000d3addca62;7ca32311-4ad8-ed11-a7c7-000d3addca62;2;15.07.2023;04.07.2023;7250;7250
49b42574-fbd2-ed11-a7c7-000d3ab7996e;7cb32574-fbd2-ed11-a7c7-000d3ab7996e;2;15.07.2023;04.07.2023;1868;1868
02022eeb-9319-ee11-8f6d-000d3aba3c86;7d8f2ee5-9319-ee11-8f6d-000d3aba3c86;1;15.07.2023;10.07.2023;6225;6225
6e31d774-d6c3-ed11-83ff-000d3ab7827c;7dbfd76e-d6c3-ed11-83ff-000d3ab7827c;2;15.07.2023;14.07.2023;6225;6225
23ee1111-1bce-ed11-b597-000d3aba3963;7ded1111-1bce-ed11-b597-000d3aba3963;2;15.07.2023;01.07.2023;6225;6225
cb784660-db9c-ed11-aad1-000d3ab1f7e2;7df3465a-db9c-ed11-aad1-000d3ab1f7e2;2;15.07.2023;;4644;
e7c7568e-6bf5-ed11-8849-000d3ab6804f;7e2d5088-6bf5-ed11-8849-000d3ab6804f;2;15.07.2023;19.07.2023;6225;6225
373883e3-3e0c-ee11-8f6e-000d3ab1f7e2;7e3a88dd-3e0c-ee11-8f6e-000d3ab1f7e2;2;15.07.2023;01.07.2023;4000;4000
c58b3c01-7f12-ee11-8f6e-000d3ab6d792;7eb73afb-7e12-ee11-8f6e-000d3ab6d792;2;19.07.2023;;30000;
32118231-3b26-ee11-8382-cbacdae109f5;7eb73afb-7e12-ee11-8f6e-000d3ab6d792;2;23.07.2023;;30000;
abe463e4-3a26-ee11-8381-ba5c733cbf1f;7eb73afb-7e12-ee11-8f6e-000d3ab6d792;2;19.07.2023;19.07.2023;30000;30000
f4c59b95-5c1f-ee11-8380-f446b5162092;7ec59b95-5c1f-ee11-8380-f446b5162092;1;10.07.2023;11.07.2023;8700;8700
33d33286-90ba-ed11-83ff-000d3addca62;7ed23286-90ba-ed11-83ff-000d3addca62;2;15.07.2023;12.07.2023;1868;1868
fae0cb23-0627-ee11-8382-cbacdae109f5;7ee0cb23-0627-ee11-8382-cbacdae109f5;1;20.07.2023;20.07.2023;96800;96800
f39d9d22-cccc-ed11-b597-000d3ab78055;7eeea21c-cccc-ed11-b597-000d3ab78055;2;15.07.2023;01.07.2023;1868;1868
81ef456a-5c17-ee11-8f6d-000d3aba3dad;7f1a3864-5c17-ee11-8f6d-000d3aba3dad;2;15.07.2023;02.07.2023;11369;11369
943e7ca5-68b7-ed11-83ff-000d3ad8e94d;7f25369e-68b7-ed11-83ff-000d3ad8e94d;2;15.07.2023;14.07.2023;4630;4630
e72490a0-6425-ee11-8381-ba5c733cbf1f;7f380215-6e12-ee11-8f6e-000d3ab78251;2;21.07.2023;21.07.2023;6000;-6000
06232268-bdfb-ed11-8849-000d3ab7996e;80222268-bdfb-ed11-8849-000d3ab7996e;2;15.07.2023;02.07.2023;9200;9200
22aedc86-d6c3-ed11-83ff-000d3ab7827c;80addc86-d6c3-ed11-83ff-000d3ab7827c;2;15.07.2023;14.07.2023;6225;6225
d3430899-5726-ee11-8381-ba5c733cbf1f;80f20f93-5726-ee11-8381-ba5c733cbf1f;1;19.07.2023;;130200;
22899a49-b327-ee11-8381-ba5c733cbf1f;80f20f93-5726-ee11-8381-ba5c733cbf1f;1;21.07.2023;21.07.2023;130200;130200
cef5db8f-3e25-ee11-8382-cbacdae109f5;80f4db8f-3e25-ee11-8382-cbacdae109f5;1;18.07.2023;18.07.2023;4000;4000
c5a21656-b328-ee11-8381-ba5c733cbf1f;813af00c-b228-ee11-8381-ba5c733cbf1f;1;22.07.2023;22.07.2023;1000;1000
46e44383-db1b-ee11-8380-f446b5162092;8149287d-db1b-ee11-8380-f446b5162092;1;06.07.2023;08.07.2023;4000;4000
87837c1b-62b4-ed11-83ff-000d3ab1f7e2;8167748b-5fb4-ed11-83ff-000d3ab1f7e2;2;15.07.2023;18.07.2023;5650;5650
f8aad6ba-8313-ee11-8f6d-000d3ab9cef5;81aad6ba-8313-ee11-8f6d-000d3ab9cef5;2;15.07.2023;15.07.2023;6240;6240
fd099a5c-6feb-ed11-8849-000d3aba1d28;82099a5c-6feb-ed11-8849-000d3aba1d28;2;15.07.2023;;6900;
06f2e6a2-a228-ee11-8382-cbacdae109f5;82f1e6a2-a228-ee11-8382-cbacdae109f5;1;22.07.2023;22.07.2023;5000;5000
19f926de-5625-ee11-8381-ba5c733cbf1f;82f4f7bb-ba24-ee11-8381-ba5c733cbf1f;1;18.07.2023;18.07.2023;3000;3000
2e5bfa86-d127-ee11-8381-ba5c733cbf1f;8326eb80-d127-ee11-8381-ba5c733cbf1f;1;21.07.2023;21.07.2023;45700;45700
26bfc345-6fc2-ed11-83ff-000d3aba33a3;83bec345-6fc2-ed11-83ff-000d3aba33a3;2;15.07.2023;10.07.2023;7250;7250
ed5de91b-ceaa-ed11-aacf-000d3ab78251;83c5e215-ceaa-ed11-aacf-000d3ab78251;2;15.07.2023;15.07.2023;5625;5625
d789440c-c89b-ed11-aad1-000d3aba3c86;843c4c06-c89b-ed11-aad1-000d3aba3c86;2;15.07.2023;03.07.2023;3300;3300
f151fd22-8325-ee11-8381-ba5c733cbf1f;8472e11c-8325-ee11-8381-ba5c733cbf1f;1;18.07.2023;20.07.2023;3000;3000
6961cf69-b228-ee11-8381-ba5c733cbf1f;8484ec12-b228-ee11-8381-ba5c733cbf1f;1;22.07.2023;22.07.2023;1000;1000
99ed04c2-2e26-ee11-8382-cbacdae109f5;84ee1014-2e26-ee11-8382-cbacdae109f5;1;19.07.2023;19.07.2023;3000;3000
6bef1014-2e26-ee11-8382-cbacdae109f5;84ee1014-2e26-ee11-8382-cbacdae109f5;2;28.07.2023;;33400;
4cf5f5ed-65f2-ed11-8849-000d3aba3c86;8525fbe7-65f2-ed11-8849-000d3aba3c86;2;15.07.2023;06.07.2023;6225;6225
18814b35-cfe1-ed11-a7c7-000d3ab1f7e2;85804b35-cfe1-ed11-a7c7-000d3ab1f7e2;2;15.07.2023;15.07.2023;5187;5187
40e0d489-56b0-ed11-83ff-000d3ab7996e;8594dc83-56b0-ed11-83ff-000d3ab7996e;2;15.07.2023;03.07.2023;5625;5625
f99f3f65-1120-ee11-8380-f446b5162092;859f3f65-1120-ee11-8380-f446b5162092;1;05.07.2023;05.07.2023;3000;3000
d20af395-b028-ee11-8381-ba5c733cbf1f;85fef58f-b028-ee11-8381-ba5c733cbf1f;1;22.07.2023;22.07.2023;7000;7000
3c539d91-84c5-ed11-b597-000d3aba33a3;8610a58b-84c5-ed11-b597-000d3aba33a3;2;15.07.2023;17.07.2023;4505;4505
ef733545-cc19-ee11-8f6d-000d3ad8e94d;86733545-cc19-ee11-8f6d-000d3ad8e94d;1;03.07.2023;04.07.2023;65800;65800
20748ea8-a519-ee11-8f6d-000d3addca62;867385a2-a519-ee11-8f6d-000d3addca62;1;03.07.2023;03.07.2023;7760;7760
c0d6a41a-e4cf-ed11-b596-000d3aba3138;868dac14-e4cf-ed11-b596-000d3aba3138;2;15.07.2023;15.07.2023;4800;4800
